feature,importance
doy_cos,0.038413852970217335
month_cos,0.029060490461979487
pm25,0.024564744175415036
aqi_roll_mean_336,0.024482390326275208
pm25_roll_mean_336,0.023542432863594316
aqi_lag_1,0.021761883575821924
pm25_lag_1,0.02175666500263796
doy_sin,0.018873168718345348
aqi_roll_mean_168,0.016442946434666064
pm25_roll_mean_168,0.015154117921795753
aqi_ewm_72,0.015004218161088408
pm25_roll_max_24,0.013121505976281487
pm25_roll_std_336,0.01197061952584762
co,0.011769742187456593
pressure_roll_mean_24,0.01153758757629625
aqi_lag_2,0.01140908529317911
aqi_roll_mean_48,0.011358072789810356
aqi_roll_max_24,0.011314411851185134
aqi_ewm_24,0.01123585041278255
week_of_year,0.011053660132733565
aqi_regime,0.01061987976086002
pm25_roll_max_72,0.010468745857529159
wind_gusts_roll_max_24,0.010302518264567156
temperature_roll_mean_24,0.01006308096485621
hours_since_aqi_spike,0.010038344078927064
aqi_roll_mean_72,0.009936518396275852
aqi_roll_max_72,0.009786852487237869
co_roll_mean_24,0.009586312828919587
pressure,0.008893908266054979
pm25_roll_mean_72,0.008736164990549071
pm10_roll_mean_72,0.0086903069904025
pm25_fraction,0.00866028000743964
aqi_roll_mean_24,0.008617268449026777
pm25_roll_std_168,0.008552001605699064
pm25_ewm_24,0.008548717223448491
pm25_lag_2,0.00833424461969627
so2_roll_mean_24,0.008211588775187318
pm25_pm10_ratio,0.008084570465703749
aqi_roll_std_168,0.007926710541646582
cloud_cover_roll_mean_24,0.007779739033322149
pm25_roll_std_72,0.007582033805361397
humidity_roll_mean_24,0.007562709098132605
aqi_roll_min_168,0.007312029191463664
aqi_roll_max_168,0.00731194072345581
pm25_roll_mean_24,0.007013291860979031
wind_speed_roll_mean_24,0.006820139199449994
wind_gusts_roll_mean_24,0.006576289002604426
wind_direction,0.006352622960990537
no2_roll_std_24,0.006332608163083342
pressure_lag_1,0.006332129190775413
o3_roll_mean_24,0.006216651584513217
pm10_roll_mean_24,0.006117376032857173
temperature_roll_std_24,0.006112623466835642
aqi_roll_std_72,0.006039998266489439
aqi_roll_min_72,0.005945942401347056
no2_roll_mean_24,0.0058811300273969155
wind_speed_roll_std_24,0.005862500678251494
pm25_lag_24,0.0055795907732136335
aqi_lag_24,0.005507398028540414
temperature_lag_1,0.005458503228355873
month_sin,0.005382843815560716
pm25_roll_mean_6,0.005293933216154745
o3_roll_std_24,0.0052079546244196695
aqi_same_hour_yesterday,0.005167898943182295
aqi_roll_mean_6,0.005158924853775779
aqi_roll_min_24,0.004997993761615315
pm10_roll_std_24,0.004924781766801713
pm25_lag_168,0.004914561328063902
wind_x,0.004847991853037432
pressure_change_24h,0.004826139029918161
temperature_lag_24,0.0048206302899333
temperature,0.004803400053423657
pm10,0.004792025030944935
aqi_same_hour_30days_ago,0.004717300036320603
aqi_same_hour_last_week,0.0046138393873339945
pm25_lag_336,0.0046100859177567646
aqi_same_day_last_year,0.0046079468203214175
wind_dir_sin,0.004539535798171447
aqi_persistence_ratio,0.004534447893399103
aqi_roll_mean_12,0.004511022534042601
o3,0.004486627654169025
no2,0.0044026222600353345
pm25_lag_3,0.0043883912957779075
aqi_same_hour_2weeks_ago,0.004381785035530195
aqi_lag_168,0.004341221234167139
aqi_zscore_72h,0.004234631214660821
pm25_vs_72h_avg,0.00418436330134901
aqi_lag_72,0.00417136217223268
pm25_lag_72,0.004162535294050481
pm25_trend_ratio,0.00413344483815736
aqi_same_hour_3days_ago,0.004091237205318753
aqi_vs_week,0.004082194229380888
aqi_lag_336,0.004075392841726056
pm10_lag_1,0.004070120348391541
aqi_momentum_24_72,0.004062080664122812
aqi_recovery_rate,0.004039861307477712
pm25_lag_48,0.0040285935566765525
so2,0.004004439953142509
aqi_diff_24_168,0.003992990995930969
pm10_lag_72,0.003981952687641963
aqi_trend_ratio,0.003947208621331283
heat_dryness,0.003938729348275979
aqi_momentum_24_168,0.003893816857112783
no2_o3_ratio,0.003867227734690142
temp_humidity,0.0036184692486673836
pm10_lag_24,0.003593030172307494
pm25_roll_std_24,0.003584922592361483
pm10_change_24h,0.0035272820303206363
aqi_roll_std_24,0.0034508210003648654
aqi_volatility_ratio,0.003421378866600617
aqi_lag_48,0.0034027901410179128
o3_change_24h,0.0033431207758563134
wind_dispersal,0.003329043862819953
no2_change_24h,0.0032523678347546113
co_change_24h,0.0032428320953829977
pm25_vs_24h_avg,0.003222727131688996
humidity,0.003217559669888013
pm10_lag_6,0.0031671132793014358
so2_change_24h,0.0030379361157354717
humidity_lag_1,0.003018808463562909
aqi_change_6h,0.0029756096529799467
humidity_lag_24,0.002945418435672341
pm25_lag_12,0.002934696250100124
pm25_change_24h,0.0028451372918119264
aqi_trend_slope_6h,0.002773683779678877
aqi_lag_3,0.0027477201522740765
wind_y,0.0026981653786419596
wind_gusts,0.0026723345081881905
aqi_percentile_72,0.0026356906631030946
temperature_lag_6,0.0025620917184535335
humidity_change_24h,0.0025378329313929388
humidity_lag_6,0.0024715846235242415
temperature_change_24h,0.002438279358095946
wind_speed_lag_24,0.002417926558783399
wind_dir_cos,0.0024089682316876283
quarter,0.0023803973016278982
weekday_sin,0.0023761084374356953
aqi_change_24h,0.0023323822278952053
aqi_lag_12,0.002287819884190372
aqi_persistence,0.002214751386868806
rain_72h,0.002214530192034872
wind_speed_change_24h,0.0021455966054776303
wind_speed_lag_6,0.0021435064776616462
wind_speed,0.002063219387297712
wind_speed_lag_1,0.0020513401553572098
spike_count_72h,0.002023478113234613
pm25_lag_6,0.0020120230511333514
aqi_lag_7,0.0019618078191177926
aqi_momentum_6_24,0.0019219398356685193
cloud_cover,0.0018581806544134165
pm25_roll_std_6,0.0017649474634148885
cloud_cover_lag_1,0.0017469130610926716
aqi_lag_6,0.0017320589115735131
weekday_cos,0.0017052056553520827
aqi_change_1h,0.0016634221801258113
hour_cos,0.001589194558312529
rain_24h,0.0012746473370491103
hour_sin,0.0010655018361331032
aqi_acceleration,0.0006693121002935363
is_weekend,0.000589835716269785
dust_hours_72h,0.00026667525960507476
is_rush_hour,0.0001647463394695946
aqi_above_recent_q90,0.00016013619373734
consecutive_hours_above_150,0.00015401302581701963
dust_event,8.088839321352254e-05
precipitation,7.128236972282869e-05
