feature,importance
aqi_persistence_ratio,0.003797337246378635
pm25_lag_72,0.003793478196841206
aqi_roll_min_168,0.0037796813004974195
pm25_lag_6,0.0037790466224528886
aqi_vs_week,0.00377745088504008
temperature_lag_1,0.0037680962995183813
aqi_trend_ratio,0.0037232521630227314
aqi_same_hour_30days_ago,0.0037176294646724946
o3,0.00366196412531842
pm10_change_24h,0.003623094195472454
aqi_volatility_ratio,0.0036198754301839434
no2,0.003609200545728661
aqi_momentum_24_168,0.0036078964152364773
aqi_momentum_24_72,0.003602532631188212
aqi_lag_48,0.003600794520020762
aqi_zscore_72h,0.00354840408032997
aqi_change_1h,0.003501677375155138
so2,0.003492878288071003
co_change_24h,0.0034843184304374263
pm25_lag_12,0.003457309198996651
pm10_lag_72,0.003448104926311366
pm25_lag_168,0.003445955448803297
pm10_lag_1,0.0033952398787583044
aqi_lag_168,0.003345509007161512
no2_change_24h,0.0032681691242156473
aqi_trend_slope_6h,0.0032289137301213925
o3_change_24h,0.003196917788369102
aqi_same_hour_last_week,0.0031906962105140886
pm25_change_24h,0.0031850825242392437
pm10_lag_24,0.00313475595979038
aqi_lag_72,0.003124488420900469
temp_humidity,0.003121394882039661
aqi_diff_24_168,0.0030721350648491037
humidity_lag_6,0.003066341222425917
so2_change_24h,0.0030629213136218717
aqi_same_hour_3days_ago,0.003033000662164754
temperature_change_24h,0.00301580900378254
humidity_lag_24,0.002996950624304705
heat_dryness,0.00296068562729529
aqi_change_24h,0.002926639213033128
wind_y,0.002903661614127125
month_sin,0.002829776952515874
aqi_percentile_72,0.002774498967104884
humidity_change_24h,0.0027421398103441613
temperature_lag_6,0.002712950204149537
aqi_lag_6,0.00261221906333049
humidity,0.002610208680532963
aqi_lag_12,0.0025826077945335867
no2_o3_ratio,0.0025349254243794343
pm10_lag_6,0.0025209055764702283
wind_dir_cos,0.0024522943379397463
aqi_persistence,0.0023723554315294875
humidity_lag_1,0.0023396827545851197
wind_speed,0.0022438852339463806
wind_speed_lag_6,0.002227672685183945
aqi_momentum_6_24,0.002214913710791507
wind_gusts,0.0021916681898132132
spike_count_72h,0.0021882714032474904
wind_speed_lag_24,0.002175199658799242
wind_speed_change_24h,0.002135534199943107
wind_speed_lag_1,0.002104346167547663
weekday_sin,0.0020527205610491863
aqi_lag_7,0.0019479481901618946
pm25_roll_std_6,0.001720654617054159
cloud_cover,0.0016168412243905339
cloud_cover_lag_1,0.0015528040641843693
rain_24h,0.0014522446877049172
rain_72h,0.0014037944463776936
quarter,0.0013912732018068114
weekday_cos,0.0013758709184623786
hour_cos,0.0013335373102507757
hour_sin,0.0010201040677707005
aqi_acceleration,0.0007672240839751932
is_weekend,0.00049667638032803
consecutive_hours_above_150,0.0004030164328067307
aqi_above_recent_q90,0.00026106848179261415
dust_hours_72h,0.00025007599283924484
is_rush_hour,0.00018278102400735301
precipitation,8.897697963884544e-05
dust_event,4.5593050397705556e-05
