feature,native_weight,importance_gain
aqi_momentum_24_72,0.0033564193,4567.33154296875
aqi_momentum_24_168,0.0034960776,4757.375
aqi_change_1h,0.001036853,1410.923583984375
aqi_change_6h,0.0022198812,3020.7587890625
aqi_change_24h,0.0040877555,5562.51513671875
aqi_trend_slope_6h,0.0013652408,1857.7855224609375
aqi_acceleration,0.0003534839,481.01202392578125
aqi_persistence,0.006359612,8654.0009765625
aqi_diff_24_168,0.002507893,3412.677978515625
aqi_recovery_rate,0.0014346401,1952.222412109375
aqi_persistence_ratio,0.0023224514,3160.333740234375
aqi_vs_week,0.0030581467,4161.44970703125
aqi_zscore_72h,0.002870681,3906.350830078125
aqi_percentile_72,0.002767452,3765.87939453125
aqi_above_recent_q90,0.01114762,15169.40234375
aqi_volatility_ratio,0.0022064527,3002.485595703125
aqi_regime,0.0,0.0
spike_count_72h,0.005186137,7057.16552734375
dust_hours_72h,0.0019228027,2616.501708984375
hours_since_aqi_spike,0.005715586,7777.62646484375
consecutive_hours_above_150,0.0026821925,3649.860595703125
so2_roll_mean_24,0.007971356,10847.2216796875
so2_change_24h,0.003437592,4677.7890625
co_roll_mean_24,0.002807727,3820.684814453125
co_change_24h,0.0038900096,5293.427734375
o3_roll_mean_24,0.0037592347,5115.47265625
o3_change_24h,0.0022612046,3076.99072265625
no2_roll_mean_24,0.003114831,4238.583984375
no2_change_24h,0.0031271512,4255.34912109375
no2_roll_std_24,0.0024783916,3372.533447265625
o3_roll_std_24,0.0029403842,4001.201416015625
pm25_pm10_ratio,0.002677229,3643.1064453125
pm25_fraction,0.0035762964,4866.53466796875
no2_o3_ratio,0.0032814373,4465.2978515625
temperature_roll_mean_24,0.0058569754,7970.02587890625
temperature_change_24h,0.0026150465,3558.48974609375
temperature_lag_1,0.001966568,2676.056396484375
temperature_lag_6,0.0013569811,1846.5458984375
temperature_lag_24,0.0040787617,5550.27685546875
humidity_roll_mean_24,0.0046231714,6291.09619140625
humidity_change_24h,0.0023972157,3262.0712890625
humidity_lag_1,0.004605915,6267.61376953125
humidity_lag_6,0.0017743219,2414.452880859375
humidity_lag_24,0.002749053,3740.8427734375
wind_speed_roll_mean_24,0.0036448662,4959.8427734375
wind_speed_change_24h,0.002496488,3397.158447265625
wind_speed_lag_1,0.0017208172,2341.64501953125
wind_speed_lag_6,0.0016650228,2265.721435546875
wind_speed_lag_24,0.001496321,2036.15625
wind_speed_roll_std_24,0.007794835,10607.0166015625
temperature_roll_std_24,0.003009339,4095.033447265625
temp_humidity,0.0036694494,4993.294921875
heat_dryness,0.002409512,3278.8037109375
wind_dispersal,0.0016550071,2252.09228515625
rain_24h,0.003167303,4309.98681640625
rain_72h,0.0027720144,3772.087890625
pressure_lag_1,0.0021295177,2897.79443359375
pressure_roll_mean_24,0.004471355,6084.50830078125
pressure_change_24h,0.0034267667,4663.05859375
wind_gusts_roll_mean_24,0.0041619423,5663.46728515625
wind_gusts_roll_max_24,0.0048682634,6624.61083984375
cloud_cover_lag_1,0.002672774,3637.0439453125
cloud_cover_roll_mean_24,0.00455435,6197.44580078125
