feature,importance
aqi_same_day_last_year,0.004579661422288172
wind_x,0.004542118619459423
aqi_vs_week,0.004475802411916159
so2,0.004429335529544125
pm25_lag_72,0.004424471732325943
pressure_change_24h,0.004416922248303244
aqi_momentum_24_168,0.004312583366719092
no2_o3_ratio,0.004272422481999609
pm25_lag_24,0.004264822810871111
pm25_lag_2,0.004239657985685331
pm10,0.004222663841611282
aqi_lag_168,0.00413816354978386
aqi_momentum_24_72,0.004051272177896998
aqi_roll_std_24,0.003932776488415167
pm25_trend_ratio,0.0039275767787814615
aqi_volatility_ratio,0.003926831943909844
aqi_same_hour_last_week,0.0038795851972247175
aqi_trend_ratio,0.003858547798584987
aqi_regime,0.0038493764183125906
aqi_same_hour_3days_ago,0.003837215257078676
quarter,0.0038241198494185706
pm10_lag_72,0.003780040127024638
aqi_lag_48,0.0037734977321256255
aqi_lag_72,0.00376993422954699
aqi_lag_24,0.0037312351576115946
pm25_roll_std_24,0.0037234112240063085
pm10_lag_1,0.0036159904021333365
temp_humidity,0.0035605508301866304
heat_dryness,0.00349585740985642
aqi_persistence_ratio,0.003316485828625781
wind_dir_sin,0.003269432419557481
pm10_lag_24,0.0032622756510635015
rain_72h,0.003251931498737448
humidity_lag_24,0.0032443619699791372
aqi_same_hour_yesterday,0.0032085047451102583
pm10_change_24h,0.0031706040951507398
so2_change_24h,0.0031549825112563825
pm25_vs_72h_avg,0.0030780195122450497
aqi_roll_mean_12,0.003030935022146423
wind_dispersal,0.002987501236129111
pm10_lag_6,0.002970005472404736
aqi_recovery_rate,0.002968206940588417
no2_change_24h,0.0029261423217590973
humidity,0.0029168299405192455
co_change_24h,0.002893997157095454
aqi_diff_24_168,0.0028373123846206325
humidity_lag_1,0.0028034659635287366
wind_gusts,0.0027898341315651044
wind_y,0.002759541051781247
aqi_zscore_72h,0.0027533854432156544
humidity_change_24h,0.002738200093193797
pm25_change_24h,0.0026971247413299206
o3_change_24h,0.002687628851545722
weekday_sin,0.0026557545252712126
pm25_vs_24h_avg,0.002634716386471658
pm25_roll_mean_6,0.002630483582045698
spike_count_72h,0.0026117096951610657
aqi_roll_mean_6,0.0025880430351583714
wind_speed_lag_24,0.0025507815631520417
aqi_change_6h,0.002493730100793389
aqi_trend_slope_6h,0.0024779312898231417
wind_dir_cos,0.002457994140119892
temperature_lag_6,0.0024135915574982534
humidity_lag_6,0.0023740775733699817
aqi_change_24h,0.0023016623416185307
temperature_change_24h,0.0022540558116347
wind_speed_lag_6,0.0022527964528764573
aqi_percentile_72,0.0022209963506626255
wind_speed,0.0021642605908185368
pm25_lag_12,0.002060070348984968
wind_speed_lag_1,0.0020476929785272803
wind_speed_change_24h,0.0020362612400642755
pm25_lag_3,0.002020798139182289
pm25_lag_6,0.001998280704279419
weekday_cos,0.0019773175716134147
aqi_persistence,0.0019640863981411185
aqi_lag_7,0.0018688604942282126
aqi_momentum_6_24,0.0018037844819880123
cloud_cover_lag_1,0.0017828432843602624
cloud_cover,0.001768243566760865
aqi_lag_6,0.0017478970466236691
aqi_lag_12,0.0017105431506502118
pm25_roll_std_6,0.0016786503442451652
aqi_lag_3,0.0014527937376272281
hour_cos,0.0014418029400761316
aqi_change_1h,0.0013212074006971619
rain_24h,0.0011621993914280222
hour_sin,0.001045937870862248
is_weekend,0.0006116131806005924
aqi_acceleration,0.0006013992550813485
dust_hours_72h,0.0003353494293369226
is_rush_hour,0.00017183469176418564
consecutive_hours_above_150,0.0001583656552682306
aqi_above_recent_q90,0.00015701753797018483
precipitation,7.203824709918565e-05
dust_event,6.961648812921554e-06
