feature,abs_coef
aqi_lag_72,4.549094568150635
wind_gusts_roll_max_24,4.383581366990746
aqi_roll_max_168,4.373561250910034
aqi_roll_std_72,3.847796253199534
month_cos,3.3261612058238406
wind_gusts,2.8099537574825684
co_roll_mean_24,2.778231802757786
no2_roll_mean_24,2.7754600279557327
aqi_lag_48,2.759685117826192
aqi_percentile_72,2.5255485851153554
spike_count_72h,2.4689439806407867
pm25_pm10_ratio,2.419954841849568
aqi_recovery_rate,2.356303288963197
pm25,2.334705354588742
wind_speed_lag_24,2.294043128708118
no2_roll_std_24,2.1055156693757127
temp_humidity,2.063020567065778
pressure_change_24h,2.0141303588429573
wind_x,2.0096262446137665
aqi_roll_mean_48,1.9820771078033945
wind_speed,1.91934024629212
aqi_roll_min_168,1.8942831968745413
pm10_lag_72,1.8870533310843716
o3,1.8218175331853577
aqi_roll_max_72,1.7994871934825991
pm25_roll_mean_336,1.740080488524317
temperature_roll_std_24,1.7362344327779256
weekday_cos,1.7107951229764697
month_sin,1.6325323298209151
pm25_lag_24,1.6283689989455377
so2_roll_mean_24,1.603585579236859
aqi_lag_336,1.601420592684526
aqi_volatility_ratio,1.5980370673954623
aqi_momentum_6_24,1.5554382919628509
aqi_momentum_24_168,1.4857245363807403
pm10_roll_std_24,1.478326108936722
no2_change_24h,1.4781186501416568
pm25_vs_24h_avg,1.4450909106807928
no2,1.4381145421444304
temperature_roll_mean_24,1.3941853332545147
pm10_roll_mean_72,1.3836914459927763
aqi_change_24h,1.3647660480971198
pm10_roll_mean_24,1.3369232252290897
aqi_roll_min_72,1.2800925219632266
aqi_lag_24,1.2722747003322663
pm25_lag_48,1.256976501386334
hour_cos,1.21956583905248
pm25_lag_168,1.1855571242770697
aqi_persistence_ratio,1.1347537268952006
doy_cos,1.133150344036875
aqi_change_1h,1.080186521376644
pm10,1.0216632952896807
pm25_roll_std_168,0.9852055230762768
pm25_roll_std_72,0.9647235592458616
pm25_lag_6,0.9485492772015354
aqi_trend_ratio,0.9312884418500184
humidity,0.8816814193891073
aqi_roll_min_24,0.8739713830929493
hours_since_aqi_spike,0.8611813709364298
aqi_lag_168,0.8584552366021073
temperature,0.8328699974711521
wind_speed_roll_mean_24,0.8223148259983373
wind_dir_sin,0.8128817448099243
rain_72h,0.8106319798068623
hour_sin,0.7989668209962449
aqi_roll_max_24,0.7980942160150227
pm25_lag_72,0.7950957173629818
pm25_lag_336,0.7855480217790519
so2,0.7706518963485098
wind_direction,0.7617169932463698
aqi_zscore_72h,0.6900738120347336
aqi_trend_slope_6h,0.6576523694943432
quarter,0.6130956096134988
dust_event,0.5919254037183144
temperature_change_24h,0.590879592663418
pm25_lag_12,0.5807646740571911
aqi_roll_std_168,0.5612654488009352
o3_roll_std_24,0.5609753077434638
aqi_lag_1,0.552252269322428
wind_y,0.5338361640163618
consecutive_hours_above_150,0.5141375799049394
pm25_roll_mean_24,0.5064120570728442
pm25_roll_std_336,0.5038533273485672
pm25_roll_mean_168,0.49267431637770853
pm25_roll_std_24,0.4857000271559338
wind_speed_lag_6,0.4620186510403882
humidity_change_24h,0.4572929045339214
weekday_sin,0.4504824227815407
so2_change_24h,0.42030907977372767
aqi_above_recent_q90,0.4183938495435473
humidity_lag_24,0.4092680570507087
aqi_diff_24_168,0.40246393989465823
pm25_roll_mean_72,0.3695466645900867
humidity_lag_6,0.3656887867197223
o3_roll_mean_24,0.3609177881362053
wind_speed_roll_std_24,0.33334617003299605
cloud_cover,0.3101435267052402
no2_o3_ratio,0.29234215997512647
pm25_vs_72h_avg,0.28693654055548606
rain_24h,0.26015304117371135
aqi_lag_6,0.25524084507757616
wind_dir_cos,0.2496496162859605
co,0.2241430576637317
aqi_acceleration,0.20597882790365848
aqi_change_6h,0.20030560363811675
pm25_change_24h,0.19501162254394916
pm10_lag_24,0.17713982342274187
aqi_roll_std_24,0.17195322907280308
co_change_24h,0.16341476208305683
pm25_roll_max_24,0.15945625816315379
wind_speed_change_24h,0.15192470640031633
aqi_regime,0.14765800877949
wind_dispersal,0.13417784618088882
temperature_lag_6,0.1284812037425824
pm25_roll_std_6,0.12639003940468038
aqi_same_hour_30days_ago,0.11202087194021426
humidity_roll_mean_24,0.10531196211381992
cloud_cover_roll_mean_24,0.10083947303171432
pressure,0.08653354916106581
is_weekend,0.08269856433012675
pm10_lag_6,0.07420815147655369
precipitation,0.06936637082427048
is_rush_hour,0.06462479311280243
pm10_change_24h,0.05162444546709813
cloud_cover_lag_1,0.041068616213850266
o3_change_24h,0.03279672412240826
heat_dryness,0.03218656517233204
dust_hours_72h,0.028096602343489194
aqi_lag_12,0.006089637988508264
