feature,mean_abs_shap
month_cos,2.7847614852377363
pm25_roll_std_336,2.2903345958508576
pm25,1.9262539597264787
pm25_roll_mean_168,1.743782673169382
pm25_pm10_ratio,1.6731820784736056
co,1.5870953726454844
temperature_roll_mean_24,1.3145359094284317
hours_since_aqi_spike,1.2115412952916371
so2_roll_mean_24,1.1314966640604467
wind_gusts_roll_max_24,1.0583948927253626
pm25_roll_mean_72,1.0486584128540086
aqi_lag_72,1.0467401272471872
pressure,1.0251295433449366
month_sin,0.9370361031685004
quarter,0.7415658507683784
aqi_lag_48,0.7359109402010385
co_roll_mean_24,0.689432078458094
pm25_roll_std_168,0.6612665879819848
pm25_roll_std_72,0.6353429998177158
aqi_roll_std_168,0.6039833530252281
pm10,0.5946876633442622
aqi_lag_24,0.5561483294590795
aqi_lag_336,0.5487437475531256
pm10_lag_72,0.5466777333446166
cloud_cover_roll_mean_24,0.5213056834691602
so2,0.46021436298311114
humidity_roll_mean_24,0.4465632369236398
aqi_change_6h,0.4388681452155139
pm25_vs_24h_avg,0.43677448980628764
aqi_persistence_ratio,0.4120826328318591
aqi_lag_168,0.3996123665758824
aqi_zscore_72h,0.3896336796084234
pm25_vs_72h_avg,0.3787439921075005
interaction_pm25_wind_inverse,0.3786487016513825
aqi_roll_min_168,0.35941245042852965
aqi_roll_std_72,0.35875482390551505
aqi_roll_min_24,0.35231483026148597
aqi_roll_min_72,0.3090928053333829
aqi_same_hour_30days_ago,0.30377046889308634
no2_roll_std_24,0.2765719311569087
pm10_roll_mean_72,0.26890222510048356
pm25_roll_mean_24,0.2627388840662686
wind_speed_roll_mean_24,0.2604292890581732
pressure_change_24h,0.24651731430114898
temperature,0.24188484632925522
no2,0.24053733668786734
interaction_pm25_humidity,0.2401020004557886
wind_direction,0.23850064374704522
pm10_roll_mean_24,0.22811843057716516
pm25_roll_std_24h,0.22706673494895815
o3,0.225239230209879
o3_roll_mean_24,0.2183302151147952
aqi_recovery_rate,0.19755413043533518
no2_o3_ratio,0.1793185525912646
rain_72h,0.17243906942193415
wind_dispersal,0.15441979179764892
no2_change_24h,0.15393694393357216
wind_x,0.1475563621860341
temperature_roll_std_24,0.14454863465918544
pm25_roll_std_24,0.13975529003585493
o3_change_24h,0.13885680530877076
aqi_momentum_24_168,0.13195035550308135
aqi_lag_6,0.1316603089664064
wind_speed_lag_24,0.13004265882291718
pm10_lag_24,0.12860077056272262
pm25_change_24h,0.12797621906512954
so2_change_24h,0.12470767674297724
temperature_lag_6,0.12418650460227826
temp_humidity,0.11998142729062598
wind_speed_roll_std_24,0.11605297605350683
co_change_24h,0.11548877964206433
humidity_lag_24,0.11189235282078058
pm10_change_24h,0.11135097637198638
aqi_roll_std_24,0.11100112680099745
wind_dir_sin,0.11058529123412533
humidity,0.10830738985032191
pm10_roll_std_24,0.10767161214110646
aqi_change_1h,0.10684590614304654
aqi_trend_ratio,0.10662826088233143
o3_roll_std_24,0.10635272218790734
weekday_sin,0.10253833054850896
heat_dryness,0.09454646531047621
wind_speed,0.09404718161894843
aqi_momentum_6_24,0.09336014144452201
weekday_cos,0.09260643721040765
wind_dir_cos,0.08722453634760602
hour_cos,0.0846436571800414
aqi_volatility_ratio,0.08188767054158048
pm10_diff_1h,0.07997067173660873
pm25_diff_1h,0.07862408760058018
humidity_lag_6,0.07773849400417573
pm10_lag_6,0.07682747777138325
aqi_diff_24_168,0.07556564838294828
temperature_change_24h,0.0752238761913039
wind_speed_lag_6,0.07297091276193386
pm10_roll_std_12h,0.06438219008098359
aqi_lag_12,0.0629024199687436
humidity_change_24h,0.06082799233227303
aqi_above_recent_q90,0.05694277029753769
pm25_roll_std_6,0.05376806204583224
cloud_cover,0.04679863870471438
hour_sin,0.041230880704739084
cloud_cover_lag_1,0.03891600611985919
is_weekend,0.036090700305555154
rain_24h,0.0337188021019375
consecutive_hours_above_150,0.032231736735092324
wind_speed_change_24h,0.032154502284025964
dust_hours_72h,0.02326194855792946
aqi_acceleration,0.016342189359174045
is_rush_hour,0.009158700226056433
precipitation,0.0026634565847634037
dust_event,5.1530502491086775e-05
