actual,predicted,residual
110.0,124.7700554842822,-14.770055484282196
106.0,116.2726173379904,-10.272617337990397
110.0,114.91526966693634,-4.915269666936339
115.0,113.63399126857308,1.3660087314269163
138.0,118.33451788380451,19.66548211619549
151.0,122.54861576561413,28.45138423438587
141.0,125.66937184292122,15.330628157078777
124.0,125.10393349177328,-1.103933491773276
110.0,118.15960325302893,-8.159603253028934
99.0,107.82763715453224,-8.82763715453224
97.0,98.51935753262002,-1.5193575326200204
96.0,99.73611935819038,-3.736119358190379
94.0,99.52956139132353,-5.529561391323526
93.0,100.97642092805167,-7.976420928051667
104.0,106.64856407934275,-2.648564079342748
116.0,116.55172952358383,-0.5517295235838304
126.0,123.91807871590345,2.081921284096552
131.0,125.24762791580906,5.752372084190938
133.0,125.8470312037128,7.1529687962871975
139.0,125.44059229801294,13.559407701987055
148.0,124.09811598723172,23.901884012768278
151.0,125.76120497473167,25.23879502526833
146.0,125.35987544345294,20.640124556547065
134.0,120.6514317205161,13.3485682794839
123.0,119.71459376035534,3.285406239644658
118.0,118.60717835465454,-0.6071783546545362
133.0,116.02118024132632,16.97881975867368
145.0,117.35564131974094,27.64435868025906
157.0,121.72525252484554,35.274747475154456
165.0,126.47333132510161,38.52666867489839
150.0,122.53464238664887,27.46535761335113
116.0,119.88471904897061,-3.8847190489706094
106.0,110.64699919434977,-4.646999194349775
101.0,102.79059146300933,-1.790591463009335
96.0,102.71896405653891,-6.718964056538908
92.0,98.3595152849192,-6.359515284919198
89.0,97.29171761746485,-8.291717617464855
85.0,95.73583789274967,-10.735837892749672
85.0,100.70354332081128,-15.703543320811278
91.0,110.93444059442882,-19.93444059442882
98.0,115.18802503103475,-17.188025031034755
101.0,119.2001362131607,-18.200136213160704
106.0,121.91033101617504,-15.910331016175036
115.0,123.29236522886339,-8.292365228863389
127.0,122.03692497686595,4.963075023134053
134.0,119.66561403028322,14.334385969716777
132.0,116.48654550893644,15.513454491063555
123.0,118.77752116772065,4.22247883227935
109.0,113.41454943057072,-4.414549430570716
95.0,112.72098425718767,-17.720984257187666
89.0,115.1890741878447,-26.189074187844696
97.0,121.38878159987122,-24.388781599871223
124.0,124.52692939220474,-0.5269293922047353
152.0,130.27622537581047,21.72377462418953
105.0,129.9900333441451,-24.990033344145104
83.0,117.82210787445457,-34.822107874454574
81.0,105.24922328420206,-24.24922328420206
79.0,96.9636906040078,-17.963690604007795
78.0,99.149243048005,-21.149243048005005
77.0,93.75150445530988,-16.751504455309885
76.0,91.43551208415138,-15.435512084151384
73.0,91.97695271162907,-18.976952711629067
72.0,98.02145955174724,-26.021459551747242
80.0,105.42718313772644,-25.427183137726445
91.0,114.24817184779533,-23.248171847795334
99.0,116.09124253329128,-17.09124253329128
111.0,118.1549166389066,-7.154916638906599
125.0,119.21356979634268,5.786430203657318
137.0,119.9794428108708,17.020557189129207
142.0,116.84051017863234,25.159489821367657
141.0,115.41948288141367,25.58051711858633
139.0,112.70784953233864,26.292150467661358
139.0,108.273003728511,30.726996271489
138.0,107.27724604633573,30.722753953664267
138.0,106.9951853534937,31.004814646506304
151.0,109.85364274814019,41.14635725185981
157.0,111.96872547755831,45.03127452244169
165.0,119.63276464006005,45.367235359939954
134.0,112.76512007329336,21.23487992670664
87.0,102.06272238909469,-15.062722389094688
79.0,95.01907135896967,-16.01907135896967
81.0,91.64702117079119,-10.647021170791191
83.0,88.37722219689371,-5.377222196893712
83.0,87.36933990202462,-4.36933990202462
83.0,85.73859540698331,-2.7385954069833076
81.0,83.85053280442773,-2.850532804427729
74.0,85.86489189113287,-11.86489189113287
82.0,93.7961154209617,-11.796115420961698
91.0,100.78434539728107,-9.784345397281072
95.0,105.57469186798188,-10.574691867981883
102.0,109.70401954744989,-7.704019547449889
114.0,111.65489382547419,2.34510617452581
127.0,111.89377913332581,15.106220866674192
134.0,112.4364077582627,21.563592241737297
128.0,114.3735185901849,13.6264814098151
117.0,112.58931783600329,4.410682163996711
100.0,110.42679520251247,-10.426795202512466
88.0,110.33277522206146,-22.332775222061457
92.0,109.49748277526449,-17.497482775264487
96.0,113.26203148140317,-17.26203148140317
118.0,120.5346285437709,-2.534628543770907
135.0,127.4117220991626,7.588277900837397
95.0,126.49619817404668,-31.496198174046683
73.0,107.56085382723519,-34.56085382723519
72.0,97.55500773141415,-25.55500773141415
75.0,95.96633358384737,-20.966333583847373
76.0,94.65949095637126,-18.659490956371258
78.0,93.30676538059764,-15.30676538059764
79.0,90.80690777065445,-11.806907770654448
78.0,90.56812639160285,-12.568126391602846
76.0,91.63110484919113,-15.631104849191132
82.0,98.79958336957306,-16.799583369573057
81.0,105.5479472202068,-24.547947220206794
81.0,107.64464799389015,-26.644647993890146
82.0,112.483773905307,-30.483773905307004
84.0,118.59884607060468,-34.59884607060468
90.0,122.00088871453927,-32.00088871453927
95.0,121.35616556193912,-26.35616556193912
92.0,121.45175701044374,-29.451757010443743
84.0,118.20902278375839,-34.209022783758385
76.0,113.67492679416415,-37.67492679416415
71.0,110.80747500452128,-39.80747500452128
76.0,113.25527701075924,-37.255277010759244
80.0,111.09189614581466,-31.09189614581466
97.0,118.00118046080526,-21.00118046080526
108.0,121.9979785961382,-13.997978596138196
94.0,119.06887885196556,-25.068878851965565
74.0,94.58698573075796,-20.58698573075796
72.0,87.82224366280467,-15.822243662804667
76.0,86.9518268273392,-10.951826827339204
77.0,86.4581592974144,-9.458159297414397
78.0,84.86789295824998,-6.867892958249982
78.0,85.17436202378887,-7.174362023788873
79.0,82.66968937751103,-3.669689377511034
76.0,84.25187932823148,-8.251879328231482
91.0,89.7872884551395,1.2127115448604968
89.0,93.09459275419657,-4.094592754196569
84.0,93.41550788853871,-9.415507888538713
82.0,96.59761847933045,-14.59761847933045
84.0,99.02713433684907,-15.027134336849073
88.0,103.27377623246596,-15.273776232465963
92.0,107.61838750734722,-15.618387507347222
93.0,105.55035745067086,-12.550357450670859
92.0,102.22290808643989,-10.222908086439887
90.0,97.01731774587758,-7.017317745877577
87.0,93.42282252149482,-6.4228225214948225
90.0,95.50979307769464,-5.509793077694638
92.0,102.79665947877902,-10.79665947877902
110.0,109.17245776061735,0.8275422393826517
138.0,114.40413006871582,23.595869931284184
110.0,111.42081531323468,-1.4208153132346837
79.0,98.58609129513302,-19.586091295133016
69.0,89.38970606180007,-20.38970606180007
64.0,88.65998398957126,-24.65998398957126
63.0,87.91399631677338,-24.91399631677338
64.0,86.87981282976446,-22.87981282976446
64.0,86.41657336835233,-22.41657336835233
65.0,85.66063468561619,-20.660634685616188
61.0,87.695157488749,-26.695157488749004
82.0,95.49305393242824,-13.49305393242824
82.0,102.56893869532237,-20.568938695322373
78.0,101.11307685341065,-23.113076853410647
78.0,100.02974251892694,-22.029742518926938
83.0,99.65652165230695,-16.65652165230695
92.0,100.76770663520037,-8.76770663520037
99.0,104.35043918457524,-5.350439184575237
97.0,106.24136836460957,-9.24136836460957
92.0,104.46720332574081,-12.467203325740812
86.0,100.68719435307418,-14.687194353074176
81.0,97.98899593987642,-16.988995939876418
88.0,99.35655217971342,-11.356552179713418
89.0,104.83972987860922,-15.83972987860922
108.0,113.93135928500172,-5.931359285001719
139.0,116.00776045758907,22.99223954241093
117.0,118.13128973920178,-1.131289739201776
78.0,100.63032292751853,-22.630322927518534
66.0,89.00868712482246,-23.00868712482246
64.0,83.73721531433986,-19.737215314339863
65.0,79.29516608964045,-14.295166089640446
68.0,80.14942066577628,-12.149420665776276
70.0,80.81953832959852,-10.819538329598515
71.0,80.61733988911467,-9.617339889114675
66.0,82.9697014860454,-16.969701486045395
91.0,93.58619275486417,-2.5861927548641717
89.0,96.92037999352057,-7.920379993520569
88.0,95.20441025271745,-7.204410252717452
91.0,94.9838170380945,-3.9838170380945
99.0,97.41281699329359,1.587183006706411
117.0,101.66253676853025,15.337463231469755
119.0,110.24153000025238,8.758469999747618
104.0,107.7462211722375,-3.7462211722374974
92.0,102.91329786306395,-10.913297863063946
84.0,99.99343694770499,-15.993436947704993
77.0,96.02378098119537,-19.023780981195372
78.0,97.50489841139846,-19.504898411398457
76.0,99.59129152949819,-23.591291529498193
86.0,109.19051131322978,-23.190511313229777
98.0,113.02968197198834,-15.029681971988339
102.0,116.33065111520169,-14.33065111520169
79.0,104.70202450371114,-25.702024503711144
64.0,88.63416557294298,-24.634165572942976
59.0,84.77001716682275,-25.770017166822754
61.0,82.35187015781712,-21.351870157817118
63.0,82.27562885426605,-19.275628854266046
64.0,80.71541697130569,-16.715416971305686
64.0,82.00450528350038,-18.00450528350038
58.0,83.14310446073205,-25.143104460732047
95.0,95.85599943602291,-0.8559994360229126
123.0,100.91306942081839,22.08693057918161
133.0,101.49417061314792,31.505829386852085
141.0,102.85335477733479,38.146645222665214
146.0,105.2552857063482,40.744714293651796
147.0,114.40959707573501,32.59040292426499
139.0,118.47306935086961,20.526930649130392
125.0,112.32393609205829,12.67606390794171
113.0,106.58767308936028,6.41232691063972
101.0,97.58099645150108,3.419003548498921
89.0,92.8112679888778,-3.811267988877802
88.0,91.99706019560323,-3.9970601956032255
83.0,94.54462659643728,-11.544626596437283
95.0,103.46325104288988,-8.46325104288988
118.0,112.22482091830142,5.775179081698582
112.0,112.37228298503805,-0.3722829850380549
86.0,98.9651772308321,-12.965177230832097
66.0,88.32004408558107,-22.320044085581074
65.0,83.29791598315539,-18.29791598315539
69.0,80.08558070287684,-11.08558070287684
73.0,80.1598471394501,-7.159847139450093
77.0,82.02202006957529,-5.022020069575291
81.0,81.38665080588936,-0.38665080588936007
82.0,82.9851595037493,-0.9851595037493013
124.0,99.28907643834259,24.71092356165741
124.0,115.21357171777929,8.786428282220712
118.0,124.64812542361688,-6.648125423616875
115.0,124.36358158038556,-9.363581580385556
115.0,122.04766143218602,-7.047661432186018
121.0,119.38235996015122,1.61764003984878
126.0,117.6186466968021,8.381353303197898
128.0,114.09278734269914,13.90721265730086
130.0,109.84911660737978,20.150883392620216
131.0,104.28027919837538,26.719720801624618
123.0,98.53601150821791,24.46398849178209
132.0,97.9640518460365,34.0359481539635
130.0,99.01621676899413,30.983783231005873
143.0,104.9385976131106,38.0614023868894
153.0,111.79114205414182,41.208857945858185
127.0,111.91626327067199,15.08373672932801
93.0,97.69915597176941,-4.6991559717694145
88.0,85.32699154572013,2.6730084542798664
86.0,82.91665306478423,3.083346935215772
87.0,81.72891302442672,5.271086975573283
89.0,82.3464496302644,6.653550369735598
91.0,83.5756341224305,7.4243658775695
93.0,85.02574123521602,7.974258764783983
92.0,85.018791838786,6.981208161213999
126.0,103.87023006927215,22.129769930727846
125.0,115.97475002510296,9.025249974897037
123.0,114.11295382171721,8.887046178282787
126.0,113.79718859431853,12.202811405681473
129.0,113.33159895188815,15.668401048111846
133.0,111.20314068894217,21.79685931105783
133.0,112.36397786083597,20.636022139164027
130.0,110.2322896006163,19.767710399383702
127.0,110.46046503758592,16.53953496241408
122.0,110.7500776209244,11.249922379075599
116.0,107.04751173685203,8.95248826314797
123.0,109.70914583188316,13.290854168116837
122.0,111.9932406745105,10.006759325489497
139.0,112.98340341390707,26.01659658609293
153.0,115.5856607292184,37.414339270781596
126.0,112.13016396949078,13.86983603050922
99.0,103.8217540410615,-4.821754041061496
93.0,90.45713011251297,2.5428698874870292
95.0,87.41774434066582,7.58225565933418
99.0,84.87805954736764,14.121940452632359
104.0,85.65461635563788,18.345383644362116
106.0,87.11728345439946,18.882716545600545
106.0,89.07618129606139,16.923818703938608
97.0,88.94181704529295,8.05818295470705
116.0,108.24256502671179,7.757434973288213
119.0,115.48886319921495,3.511136800785053
115.0,112.80183386483012,2.1981661351698847
111.0,112.97712177726513,-1.9771217772651255
109.0,112.81857683656013,-3.8185768365601263
107.0,114.45105452326563,-7.451054523265626
101.0,115.80609193197924,-14.806091931979239
93.0,116.49916864801628,-23.49916864801628
88.0,114.93716622027891,-26.93716622027891
84.0,109.50494520466991,-25.50494520466991
83.0,104.69007382408779,-21.69007382408779
96.0,108.56870155706065,-12.568701557060649
109.0,107.62021058540653,1.3797894145934748
137.0,112.66453906260836,24.335460937391645
153.0,122.81009734156112,30.189902658438882
128.0,116.66192270014467,11.338077299855328
94.0,103.50611975968224,-9.506119759682235
87.0,94.78036763975373,-7.7803676397537345
89.0,93.48830168924941,-4.488301689249411
95.0,93.66559732939535,1.3344026706046463
99.0,95.79367572088108,3.206324279118917
103.0,96.06354179449754,6.936458205502461
104.0,95.7688150207771,8.231184979222903
92.0,95.06276158897931,-3.0627615889793134
102.0,112.54823301625183,-10.548233016251828
104.0,114.15089526182564,-10.150895261825639
97.0,113.72824620387524,-16.728246203875244
95.0,112.68230570867154,-17.682305708671535
96.0,113.17435615483252,-17.174356154832523
97.0,113.30210916409618,-16.30210916409618
96.0,111.02780735090792,-15.02780735090792
91.0,106.3879584132046,-15.3879584132046
88.0,102.40975599659978,-14.409755996599785
89.0,102.18253695298638,-13.182536952986382
95.0,100.35098784194953,-5.350987841949532
107.0,106.60674884802542,0.3932511519745816
108.0,113.33830599495644,-5.338305994956443
129.0,120.49225653946417,8.507743460535835
153.0,126.2387345744952,26.761265425504803
113.0,121.89595487811816,-8.895954878118161
76.0,113.4744394244434,-37.4744394244434
77.0,97.98117404270653,-20.981174042706527
80.0,94.31624391393879,-14.316243913938791
84.0,96.97101710948117,-12.971017109481167
88.0,100.86209463470693,-12.862094634706935
91.0,101.41645619164414,-10.416456191644144
93.0,101.8629123052784,-8.8629123052784
134.0,98.22459563813841,35.77540436186159
152.0,106.7873202502984,45.21267974970161
152.0,110.6151988183057,41.3848011816943
147.0,108.1887371024031,38.811262897596905
146.0,105.9072549752008,40.0927450247992
152.0,105.8490750883157,46.1509249116843
153.0,107.01094323254769,45.98905676745231
153.0,105.3641178163707,47.635882183629306
151.0,101.13265574752242,49.86734425247758
139.0,104.24463513958322,34.755364860416776
128.0,105.46037304519628,22.539626954803722
118.0,107.80369065091166,10.196309349088338
