feature,importance
pm25,0.13424394384515825
pm25_lag_1,0.08301263443688589
aqi_lag_1,0.07136584393081635
pm25_lag_2,0.046882233157298725
aqi_lag_2,0.043303406935805346
doy_cos,0.04161282522185043
pm25_ewm_24,0.039779587588765805
aqi_roll_mean_6,0.03485484001823148
aqi_ewm_24,0.03469289922141752
aqi_ewm_72,0.032375302760269564
aqi_roll_mean_168,0.0318626384364882
temperature_roll_mean_24,0.03150741952925371
doy_sin,0.0313792826113629
aqi_roll_mean_48,0.02801988496745064
pm25_roll_max_24,0.02610495009831637
pm25_roll_mean_72,0.021845893492168023
pm25_roll_mean_24,0.021845667153512157
aqi_roll_mean_72,0.021654547184428344
hours_since_aqi_spike,0.021528112374965335
pm25_roll_median_72,0.021484749002385558
pm25_lag_24,0.02036435376991218
aqi_roll_mean_24,0.019392244772040365
pm25_roll_median_24,0.01903895286657414
pm25_lag_3,0.01854357040982165
aqi_roll_max_24,0.018092143237945568
aqi_lag_3,0.01757221701121353
aqi_roll_median_24,0.017402764439212803
aqi_lag_24,0.01723173280798181
aqi_roll_mean_12,0.01686463092389197
month_cos,0.016140727794575326
