actual,predicted,residual
123.0,114.0373,8.962699890136719
118.0,116.45623,1.5437698364257812
133.0,114.232185,18.76781463623047
145.0,114.81225,30.18775177001953
157.0,115.7389,41.26110076904297
165.0,121.02947,43.97052764892578
150.0,121.80139,28.1986083984375
116.0,116.50398,-0.5039825439453125
106.0,107.971115,-1.9711151123046875
101.0,103.01606,-2.0160598754882812
96.0,98.9455,-2.9455032348632812
92.0,106.98655,-14.986549377441406
89.0,108.436935,-19.436935424804688
85.0,102.3872,-17.38719940185547
85.0,105.67333,-20.67333221435547
91.0,119.78449,-28.78449249267578
98.0,120.88412,-22.884117126464844
101.0,119.13076,-18.130760192871094
106.0,119.28154,-13.281539916992188
115.0,120.93306,-5.9330596923828125
127.0,120.653824,6.3461761474609375
134.0,118.44128,15.558723449707031
132.0,116.222786,15.777214050292969
123.0,113.609276,9.390724182128906
109.0,110.33806,-1.3380584716796875
95.0,110.66066,-15.660659790039062
89.0,106.8861,-17.88610076904297
97.0,110.78766,-13.78765869140625
124.0,117.559425,6.440574645996094
152.0,125.2454,26.754600524902344
105.0,121.23237,-16.23236846923828
83.0,116.95073,-33.95072937011719
81.0,109.31902,-28.31902313232422
79.0,96.91518,-17.915176391601562
78.0,88.95883,-10.958831787109375
77.0,90.43258,-13.432579040527344
76.0,88.95079,-12.950790405273438
73.0,86.88469,-13.884689331054688
72.0,93.244156,-21.244155883789062
80.0,102.76361,-22.76361083984375
91.0,115.75764,-24.75763702392578
99.0,114.74188,-15.74188232421875
111.0,110.273315,0.7266845703125
125.0,107.21324,17.786758422851562
137.0,108.301895,28.698104858398438
142.0,108.895195,33.10480499267578
141.0,107.2179,33.78209686279297
139.0,108.862335,30.137664794921875
139.0,105.53582,33.46417999267578
138.0,94.43883,43.56117248535156
138.0,98.90599,39.09400939941406
151.0,101.5679,49.432098388671875
157.0,111.233635,45.76636505126953
165.0,114.19339,50.806610107421875
134.0,115.5491,18.450897216796875
87.0,106.625946,-19.625946044921875
79.0,91.40497,-12.40496826171875
81.0,83.946976,-2.9469757080078125
83.0,83.48331,-0.483306884765625
83.0,79.60052,3.3994827270507812
83.0,80.49231,2.5076904296875
81.0,81.4447,-0.4447021484375
74.0,87.28372,-13.283721923828125
82.0,102.1426,-20.142601013183594
91.0,118.07258,-27.07257843017578
95.0,121.539406,-26.539405822753906
102.0,115.656906,-13.656906127929688
114.0,120.9009,-6.900901794433594
127.0,125.072395,1.9276046752929688
134.0,123.44831,10.551689147949219
128.0,119.13523,8.864768981933594
117.0,108.469086,8.530914306640625
100.0,107.51236,-7.512359619140625
88.0,104.72244,-16.722442626953125
92.0,100.06021,-8.060211181640625
96.0,103.21539,-7.21539306640625
118.0,109.49471,8.505287170410156
135.0,116.68906,18.310943603515625
95.0,108.049675,-13.049674987792969
73.0,90.35304,-17.353042602539062
72.0,83.294235,-11.294235229492188
75.0,78.251045,-3.2510452270507812
76.0,77.39031,-1.3903121948242188
78.0,78.56379,-0.5637893676757812
79.0,76.25006,2.74993896484375
78.0,76.34216,1.6578369140625
76.0,77.49192,-1.4919204711914062
82.0,85.43158,-3.43157958984375
81.0,95.271996,-14.271995544433594
81.0,95.285934,-14.285934448242188
82.0,93.32172,-11.32171630859375
84.0,98.31284,-14.312843322753906
90.0,99.33035,-9.330352783203125
95.0,95.58817,-0.5881729125976562
92.0,92.988,-0.9879989624023438
84.0,94.002426,-10.002426147460938
76.0,94.1402,-18.14019775390625
71.0,88.58526,-17.58525848388672
76.0,86.39224,-10.392242431640625
80.0,87.578735,-7.5787353515625
97.0,96.37975,0.6202468872070312
108.0,101.022575,6.977424621582031
94.0,99.01563,-5.015632629394531
74.0,90.41825,-16.418251037597656
72.0,91.91081,-19.910812377929688
76.0,84.64851,-8.648513793945312
